Castle Name,Latitude,Longitude,Google Maps Link,Wikipedia Link
Torre dos Metelos,40.775676,-7.066545,"https://www.google.com/maps?q=40.775676,-7.066545",https://pt.wikipedia.org/wiki/Torre_dos_Metelos
Figueira de Castelo Rodrigo,40.9,-6.9666666666667,"https://www.google.com/maps?q=40.9,-6.9666666666667",https://pt.wikipedia.org/wiki/Figueira_de_Castelo_Rodrigo
Castelo de Leiria,39.747,-8.81,"https://www.google.com/maps?q=39.747,-8.81",https://pt.wikipedia.org/wiki/Castelo_de_Leiria
Castelo de Pombal,39.91392778,-8.62473611,"https://www.google.com/maps?q=39.91392778,-8.62473611",https://pt.wikipedia.org/wiki/Castelo_de_Pombal
Castelo de Porto de Mós,39.60333333,-8.81861111,"https://www.google.com/maps?q=39.60333333,-8.81861111",https://pt.wikipedia.org/wiki/Castelo_de_Porto_de_M%C3%B3s
Penalva do Castelo,40.666666666667,-7.6833333333333,"https://www.google.com/maps?q=40.666666666667,-7.6833333333333",https://pt.wikipedia.org/wiki/Penalva_do_Castelo
Castelo de Ferreira de Aves,40.798598,-7.689749,"https://www.google.com/maps?q=40.798598,-7.689749",https://pt.wikipedia.org/wiki/Castelo_de_Ferreira_de_Aves
Castelo de Penalva,40.65788,-7.65421,"https://www.google.com/maps?q=40.65788,-7.65421",https://pt.wikipedia.org/wiki/Castelo_de_Penalva
Muralhas de Viseu,40.659497,-7.912669,"https://www.google.com/maps?q=40.659497,-7.912669",https://pt.wikipedia.org/wiki/Muralhas_de_Viseu
Torre de Alcofra,40.631476,-8.194317,"https://www.google.com/maps?q=40.631476,-8.194317",https://pt.wikipedia.org/wiki/Torre_de_Alcofra
Torre de Vilharigues,40.71552,-8.129511,"https://www.google.com/maps?q=40.71552,-8.129511",https://pt.wikipedia.org/wiki/Torre_de_Vilharigues
